Product Name,Diff,Sum of total order,Sum of gmv
Zwitsal Extra Care Baby Cream with Zync 100ml Tub,600,195,43908638
Zwitsal Extra Care Baby Cream with Zync 50ml Tub,641,159,17899240
Zwitsal Kids 2 In 1 Sabun Mandi Cair Anak Natural And Nourish 280ml,727,198,16259966
Zwitsal Kids 2 In 1 Sabun Mandi Cair Anak Soft And Moisturizing 250ml,358,120,14129600
Zwitsal Kids 2 In 1 Sabun Mandi Cair Anak Soft And Moisturizing 280ml,437,109,9716566
Zwitsal Kids Active Beauty Get Swim Bag,7,2,70000
Zwitsal Kids Bath Action Pump 280ml NEW,91,9,591496
Zwitsal Kids Bath Beauty Pump 280ml NEW,190,19,1018272
Zwitsal Kids Body Mist Fresh Touch 100ml,741,155,10662186
Zwitsal Kids Body Mist Soft Touch 100ml,529,119,9297866
Zwitsal Kids Bubble Bath Blue Clean & Fresh 250ml,648,188,19386238
Zwitsal Kids Bubble Bath Blue Clean & Fresh 280ml,749,170,17325600
Zwitsal Kids Bubble Bath Pink Soft & Moisturizing 250ml,231,67,7509969
Zwitsal Kids Bubble Bath Pink Soft & Moisturizing 280ml,492,124,12386400
Zwitsal Kids Hair Lotion Natural And Nourisihing 100ml,902,261,24316106
Zwitsal Kids Hair Lotion Soft And Moisturizing 100ml,824,198,16474918
Zwitsal Kids Shampoo Action Blue 180ml NEW,283,39,3061480
Zwitsal Kids Shampoo Beauty Pink 180ml NEW,293,53,3922430
Zwitsal Kids shampoo Blue Clean & Fresh 180ml,803,164,19708700
Zwitsal Kids Shampoo Green Natural & Nourishing Care 180ml,697,277,18944720
Zwitsal Kids shampoo Pink Soft & Moisturizing 180ml,624,143,17641600
Zwitsal Natural Baby Bath 2in1 450ml Free Hair Lotion,122,29,4512644
Zwitsal Natural Baby Bath 2in1 450ml Free Lock n Lock,2002,576,105305520
Zwitsal Natural Baby Bath 2in1 Hair & Body 100ml,422,119,9949984
Zwitsal Natural Baby Bath 2in1 Hair & Body 200ml Tub,399,52,9151088
Zwitsal Natural Baby Bath 2in1 Hair & Body Pouch 450ml,4446,675,71979296
Zwitsal Natural Baby Bath Milk & Honey Pouch 450ml,672,202,41281361
Zwitsal Natural Baby Bath Minyak Telon 250ml,393,190,23254668
Zwitsal Natural Baby Bath with Minyak Telon 300ml Pump,348,81,13357142
Zwitsal Natural Baby Cologne Floral Kisses 100ml,15,1,405600
Zwitsal Natural Baby Cologne Soft Touch 100ml,727,177,29722276
Zwitsal Natural Baby Hair Lotion Aloe Vera 200ml Tub,725,254,37230546
Zwitsal Natural Baby Milky Bath Rich Honey 300ml Pump,518,112,16807712
Zwitsal Natural Baby Minyak Telon 100ml,533,337,109664916
Zwitsal Natural Baby Oil 100ml,582,133,13698568
Zwitsal Natural Baby Powder Milk & Honey 300gr,415,104,11957704
Zwitsal Natural Baby Shampoo Aloe Vera 100ml Tub,564,164,20742630
Zwitsal Natural Baby Shampoo Aloe Vera 300ml Pump,783,146,22980724
Zwitsal Natural Baby Skin Protector Lotion 100ml Tub,949,269,68310826
Zwitsal Natural Baby Skin Protector Lotion 50ml Tub,305,88,9771530
Zwitsal Natural Basic Pack,590,120,63151986
